@relation segment

@attribute original numeric
@attribute class {nuclei,background}

@data
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
0,background
2,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
0,background
2,background
1,background
0,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
0,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
0,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
0,background
1,background
1,background
1,background
2,background
2,background
1,background
2,background
1,background
1,background
1,background
0,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
0,background
1,background
2,background
1,background
1,background
2,background
1,background
2,background
2,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
2,background
2,background
2,background
1,background
2,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
0,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
0,background
1,background
0,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
0,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
3,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
3,background
2,background
2,background
1,background
1,background
1,background
0,background
1,background
0,background
2,background
1,background
1,background
3,background
1,background
2,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
0,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
0,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
0,background
0,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
0,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
0,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
0,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
0,background
2,background
1,background
2,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
0,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
3,background
2,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
2,background
2,background
1,background
2,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
0,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
4,background
0,background
1,background
2,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
0,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
0,background
1,background
3,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
0,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
0,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
2,background
1,background
3,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
0,background
2,background
1,background
2,background
1,background
1,background
1,background
2,background
0,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
3,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
0,background
1,background
0,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
3,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
2,background
2,background
1,background
1,background
1,background
2,background
3,background
2,background
1,background
1,background
1,background
2,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
2,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
0,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
0,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
0,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
0,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
2,background
2,background
2,background
2,background
1,background
2,background
2,background
1,background
2,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
0,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
1,background
0,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
0,background
2,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
2,background
2,background
0,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
0,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
0,background
0,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
3,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
0,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
2,background
1,background
1,background
0,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
3,background
1,background
1,background
1,background
1,background
0,background
1,background
0,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
3,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
2,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
0,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
0,background
1,background
1,background
2,background
2,background
2,background
2,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
0,background
2,background
2,background
1,background
2,background
1,background
2,background
2,background
3,background
2,background
1,background
1,background
1,background
1,background
1,background
3,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
0,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
0,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
4,background
1,background
0,background
2,background
1,background
2,background
0,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
0,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
2,background
1,background
0,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
2,background
2,background
2,background
2,background
2,background
2,background
1,background
2,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
0,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
0,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
0,background
2,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
0,background
2,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
3,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
2,background
3,background
2,background
2,background
2,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
3,background
2,background
1,background
2,background
1,background
2,background
2,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
3,background
1,background
2,background
2,background
0,background
1,background
1,background
1,background
2,background
1,background
1,background
3,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
3,background
2,background
0,background
2,background
2,background
1,background
0,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
0,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
3,background
2,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
0,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
3,background
2,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
2,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
2,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
0,background
3,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
3,background
1,background
0,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
2,background
1,background
0,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
0,background
2,background
0,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
0,background
2,background
1,background
2,background
1,background
3,background
1,background
1,background
3,background
1,background
2,background
2,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
3,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
2,background
2,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
2,background
1,background
2,background
1,background
2,background
2,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
2,background
1,background
0,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
3,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
2,background
1,background
2,background
1,background
2,background
1,background
2,background
1,background
2,background
2,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
2,background
1,background
2,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
3,background
2,background
1,background
1,background
1,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
0,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
0,background
1,background
2,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
1,background
1,background
1,background
1,background
0,background
1,background
2,background
1,background
1,background
2,background
0,background
1,background
1,background
2,background
1,background
2,background
1,background
2,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
0,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
3,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
3,background
1,background
1,background
3,background
1,background
2,background
2,background
1,background
1,background
1,background
2,background
1,background
3,background
2,background
1,background
1,background
1,background
3,background
0,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
2,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
1,background
2,background
1,background
1,background
1,background
0,background
2,background
1,background
1,background
2,background
1,background
1,background
1,background
1,background
1,background
1,background
0,background
1,background
1,background
2,background
1,background
1,background
2,background
1,background
