@relation segment

@attribute original numeric
@attribute Gaussian_blur_8.0 numeric
@attribute class {nucleus,background}

@data
3,1.358509,background
1,1.353508,background
1,1.349774,background
1,1.347305,background
1,1.345131,background
2,1.341649,background
2,1.335499,background
2,1.326548,background
1,1.316415,background
1,1.308035,background
2,1.304354,background
1,1.306767,background
1,1.314152,background
1,1.323107,background
1,1.329296,background
2,1.329257,background
2,1.321825,background
1,1.308521,background
2,1.29281,background
1,1.334633,background
1,1.333608,background
1,1.333988,background
1,1.335248,background
2,1.33619,background
1,1.335219,background
2,1.331077,background
1,1.323726,background
1,1.314839,background
1,1.307394,background
1,1.304384,background
1,1.30725,background
1,1.314924,background
1,1.324091,background
2,1.330544,background
1,1.330954,background
1,1.324196,background
2,1.311645,background
1,1.296438,background
1,1.314599,background
2,1.318852,background
1,1.323793,background
1,1.328032,background
1,1.329999,background
2,1.328502,background
3,1.323487,background
1,1.316497,background
1,1.310352,background
1,1.307958,background
1,1.310794,background
2,1.317986,background
2,1.326536,background
1,1.332627,background
1,1.333279,background
2,1.327517,background
1,1.316557,background
1,1.298622,background
2,1.305839,background
1,1.313734,background
1,1.320772,background
2,1.325439,background
0,1.326619,background
2,1.324187,background
1,1.319442,background
1,1.314888,background
1,1.313198,background
1,1.315835,background
1,1.32216,background
1,1.329639,background
2,1.33503,background
2,1.335866,background
1,1.331434,background
2,1.322803,background
1,1.286971,background
1,1.295976,background
2,1.305768,background
1,1.314682,background
1,1.321288,background
1,1.32458,background
2,1.324391,background
1,1.321767,background
2,1.31883,background
1,1.317928,background
2,1.320432,background
1,1.325925,background
1,1.332369,background
1,1.337158,background
1,1.338401,background
2,1.335669,background
1,1.329886,background
2,1.289456,background
2,1.300059,background
1,1.309764,background
1,1.317234,background
1,1.321634,background
2,1.322856,background
2,1.321782,background
1,1.320195,background
1,1.320102,background
1,1.322726,background
2,1.32781,background
2,1.333753,background
2,1.33852,background
1,1.340706,background
1,1.340085,background
1,1.28553,background
1,1.29601,background
1,1.305458,background
1,1.312645,background
1,1.316985,background
1,1.318564,background
2,1.318255,background
1,1.317619,background
1,1.31836,background
1,1.321519,background
2,1.326909,background
1,1.333247,background
2,1.338903,background
1,1.342763,background
1,1.344627,background
2,1.292463,background
1,1.300793,background
2,1.306721,background
1,1.309985,background
2,1.310998,background
2,1.310782,background
2,1.3108,background
1,1.312505,background
1,1.316728,background
2,1.323257,background
1,1.330974,background
1,1.338454,background
2,1.344649,background
1,1.288222,background
1,1.294899,background
1,1.298983,background
2,1.300589,background
1,1.300537,background
1,1.300097,background
1,1.300719,background
1,1.303642,background
1,1.309452,background
1,1.31782,background
2,1.32765,background
2,1.337558,background
2,1.346392,background
2,1.287595,background
2,1.289784,background
1,1.289718,background
1,1.288619,background
2,1.288023,background
1,1.289397,background
2,1.29378,background
2,1.301484,background
1,1.311993,background
0,1.324139,background
1,1.336494,background
1,1.280402,background
2,1.279157,background
1,1.277422,background
1,1.27694,background
1,1.279187,background
1,1.285014,background
1,1.294473,background
1,1.306839,background
2,1.32085,background
1,1.270981,background
0,1.269138,background
1,1.268955,background
1,1.271901,background
1,1.278691,background
1,1.28918,background
1,1.302491,background
2,1.265206,background
1,1.265192,background
1,1.268219,background
2,1.274958,background
2,1.285201,background
1,1.423106,background
2,1.438646,background
2,1.445537,background
2,1.444718,background
1,1.438903,background
2,1.431064,background
1,1.423123,background
2,1.415599,background
1,1.408239,background
2,1.401038,background
1,1.394814,background
1,1.390904,background
1,1.390265,background
1,1.392694,background
1,1.396808,background
1,1.400885,background
1,1.403973,background
1,1.406504,background
1,1.409859,background
1,1.415139,background
2,1.27811,background
2,1.286288,background
1,1.295215,background
2,1.306456,background
1,1.322245,background
1,1.343848,background
1,1.370259,background
1,1.398029,background
2,1.422421,background
2,1.439315,background
1,1.446872,background
1,1.446115,background
1,1.440106,background
1,1.43224,background
1,1.424646,background
1,1.417627,background
1,1.410298,background
2,1.401889,background
1,1.392727,background
1,1.384262,background
1,1.378251,background
1,1.37576,background
1,1.376704,background
1,1.380188,background
1,1.3853,background
1,1.391679,background
1,1.399373,background
1,1.408095,background
1,1.416501,background
2,1.422139,background
1,1.42226,background
2,1.415092,background
2,1.400813,background
2,1.381681,background
1,1.361178,background
1,1.342612,background
1,1.249449,background
1,1.245965,background
1,1.247013,background
1,1.252841,background
2,1.262144,background
1,1.273365,background
1,1.285998,background
1,1.301032,background
2,1.32018,background
1,1.34441,background
1,1.372663,background
2,1.401589,background
1,1.42658,background
2,1.443633,background
2,1.451043,background
2,1.45006,background
1,1.444061,background
1,1.436738,background
1,1.430292,background
2,1.424722,background
1,1.418486,background
2,1.410025,background
2,1.399076,background
1,1.387015,background
2,1.376161,background
1,1.368642,background
1,1.36558,background
2,1.366994,background
2,1.372218,background
2,1.380365,background
2,1.390386,background
1,1.400783,background
1,1.409396,background
3,1.413681,background
1,1.411534,background
2,1.40225,background
1,1.387026,background
1,1.368672,background
1,1.350582,background
2,1.33546,background
1,1.324401,background
3,1.316743,background
2,1.310775,background
2,1.304881,background
1,1.231646,background
1,1.238026,background
1,1.239783,background
2,1.237477,background
1,1.233622,background
1,1.231474,background
1,1.233514,background
1,1.240496,background
1,1.251571,background
2,1.265356,background
1,1.281147,background
2,1.29945,background
1,1.321416,background
1,1.347595,background
1,1.376789,background
2,1.405795,background
1,1.430338,background
2,1.446795,background
2,1.453803,background
2,1.452881,background
1,1.447604,background
2,1.44174,background
1,1.437387,background
1,1.434189,background
2,1.430026,background
1,1.422656,background
1,1.411254,background
1,1.396971,background
2,1.382372,background
1,1.370284,background
1,1.362784,background
1,1.360767,background
1,1.364036,background
1,1.371571,background
1,1.381668,background
3,1.391984,background
1,1.399754,background
2,1.40239,background
1,1.398326,background
3,1.38771,background
1,1.372459,background
1,1.355621,background
1,1.340251,background
1,1.32835,background
1,1.3203,background
2,1.315009,background
1,1.310666,background
2,1.305724,background
2,1.299691,background
1,1.293387,background
1,1.288547,background
2,1.286916,background
1,1.193067,background
1,1.202485,background
1,1.212553,background
2,1.220514,background
2,1.224636,background
1,1.225048,background
1,1.22371,background
1,1.223473,background
0,1.226732,background
1,1.234478,background
2,1.246271,background
1,1.261072,background
1,1.278266,background
2,1.298128,background
1,1.321379,background
2,1.348157,background
3,1.377097,background
1,1.40517,background
2,1.428546,background
1,1.44414,background
1,1.451022,background
1,1.450925,background
1,1.447404,background
1,1.444031,background
2,1.442596,background
2,1.442376,background
2,1.44084,background
2,1.435312,background
1,1.424556,background
1,1.409429,background
1,1.392433,background
1,1.376663,background
1,1.364782,background
2,1.358436,background
2,1.358078,background
1,1.363001,background
1,1.371384,background
3,1.380498,background
1,1.387203,background
1,1.388823,background
1,1.384061,background
1,1.373513,background
1,1.35942,background
1,1.344769,background
2,1.332155,background
1,1.322934,background
1,1.316992,background
1,1.313081,background
1,1.309537,background
1,1.305022,background
1,1.299064,background
1,1.292255,background
1,1.286011,background
1,1.281943,background
0,1.281033,background
1,1.283077,background
1,1.173798,background
1,1.17626,background
1,1.182576,background
2,1.191765,background
1,1.201892,background
1,1.210697,background
1,1.216585,background
2,1.219416,background
2,1.220591,background
1,1.222329,background
0,1.226589,background
1,1.234285,background
1,1.245269,background
1,1.258973,background
2,1.275163,background
1,1.294203,background
1,1.316615,background
2,1.342237,background
1,1.369566,background
1,1.395765,background
1,1.417505,background
2,1.432291,background
2,1.439621,background
3,1.441306,background
2,1.440618,background
1,1.440628,background
1,1.442619,background
1,1.445506,background
2,1.44657,background
3,1.443036,background
2,1.43352,background
1,1.418621,background
2,1.400551,background
1,1.382264,background
1,1.366609,background
1,1.35578,background
1,1.350985,background
2,1.352206,background
1,1.358028,background
1,1.36577,background
2,1.372123,background
2,1.374202,background
1,1.370602,background
1,1.361879,background
1,1.350178,background
2,1.338211,background
1,1.328129,background
1,1.320859,background
1,1.316071,background
1,1.312616,background
1,1.309141,background
1,1.304569,background
1,1.298433,background
1,1.29104,background
2,1.28343,background
2,1.27704,background
1,1.273085,background
1,1.271977,background
3,1.273129,background
1,1.275327,background
1,1.175555,background
1,1.173506,background
1,1.173891,background
1,1.176971,background
0,1.1829,background
1,1.191184,background
0,1.200519,background
1,1.209203,background
1,1.215926,background
1,1.220441,background
2,1.22364,background
1,1.22699,background
2,1.231738,background
1,1.238441,background
1,1.247087,background
2,1.257632,background
1,1.270439,background
1,1.286254,background
1,1.305649,background
1,1.328322,background
1,1.352706,background
2,1.376187,background
1,1.395945,background
4,1.410069,background
1,1.418412,background
1,1.422695,background
1,1.42565,background
1,1.429583,background
1,1.435099,background
1,1.440767,background
1,1.443904,background
2,1.44197,background
1,1.433745,background
2,1.419711,background
3,1.401681,background
1,1.382168,background
1,1.363845,background
1,1.349203,background
1,1.34019,background
1,1.337712,background
1,1.341131,background
1,1.348171,background
1,1.355495,background
2,1.359878,background
1,1.359432,background
1,1.354223,background
1,1.345946,background
1,1.336919,background
2,1.328988,background
1,1.322924,background
2,1.318464,background
2,1.314736,background
1,1.310743,background
1,1.305653,background
2,1.298993,background
2,1.290821,background
2,1.281859,background
1,1.273411,background
1,1.266905,background
2,1.263273,background
1,1.262503,background
1,1.263691,background
1,1.265492,background
1,1.266636,background
1,1.187091,background
1,1.18486,background
1,1.184576,background
2,1.185658,background
1,1.188282,background
2,1.19283,background
1,1.199272,background
1,1.206865,background
1,1.214433,background
1,1.221003,background
1,1.226324,background
1,1.230845,background
1,1.235241,background
2,1.239905,background
1,1.244839,background
2,1.25003,background
1,1.255932,background
1,1.263615,background
2,1.274391,background
0,1.289082,background
2,1.307398,background
1,1.327798,background
2,1.347916,background
1,1.365427,background
1,1.378948,background
2,1.38859,background
1,1.395842,background
2,1.402729,background
1,1.410624,background
2,1.419361,background
2,1.427191,background
1,1.431628,background
3,1.430629,background
1,1.423405,background
2,1.410501,background
2,1.393353,background
2,1.373869,background
3,1.354282,background
2,1.337123,background
2,1.324944,background
2,1.319613,background
1,1.321455,background
2,1.328805,background
1,1.338409,background
2,1.346632,background
2,1.350857,background
1,1.350353,background
1,1.346146,background
1,1.340129,background
1,1.333999,background
2,1.328619,background
2,1.323985,background
1,1.319557,background
1,1.314643,background
1,1.308601,background
1,1.300982,background
1,1.291731,background
1,1.281426,background
1,1.271343,background
1,1.263091,background
1,1.257937,background
1,1.256164,background
1,1.25688,background
2,1.258349,background
1,1.258621,background
1,1.256175,background
1,1.210283,background
1,1.206952,background
1,1.206151,background
1,1.206124,background
1,1.206215,background
1,1.206785,background
1,1.208605,background
1,1.212132,background
2,1.217115,background
2,1.222807,background
1,1.228514,background
1,1.233974,background
1,1.239231,background
1,1.244191,background
2,1.248371,background
1,1.25116,background
1,1.252458,background
1,1.253157,background
1,1.255027,background
1,1.259997,background
2,1.26923,background
1,1.282544,background
2,1.298481,background
1,1.314936,background
2,1.330031,background
1,1.342836,background
1,1.353635,background
1,1.363614,background
2,1.374049,background
1,1.38538,background
2,1.396689,background
2,1.405961,background
1,1.410982,background
1,1.410326,background
1,1.403784,background
1,1.392108,background
1,1.376439,background
1,1.358057,background
1,1.338608,background
1,1.320444,background
1,1.306504,background
1,1.299486,background
1,1.300658,background
1,1.309042,background
2,1.321573,background
1,1.334252,background
2,1.34371,background
1,1.348335,background
1,1.348419,background
1,1.345448,background
1,1.341067,background
1,1.336332,background
2,1.331523,background
2,1.32636,background
1,1.320339,background
1,1.312961,background
1,1.3039,background
2,1.293213,background
1,1.281579,background
1,1.270384,background
1,1.261366,background
1,1.25589,background
1,1.254205,background
1,1.255118,background
1,1.256335,background
1,1.255257,background
1,1.249933,background
2,1.239862,background
1,1.243462,background
1,1.237945,background
1,1.236029,background
1,1.235081,background
2,1.233342,background
1,1.230408,background
2,1.227118,background
1,1.224819,background
1,1.2245,background
1,1.226327,background
2,1.229841,background
1,1.234479,background
1,1.23987,background
0,1.245628,background
1,1.25095,background
2,1.254577,background
1,1.25536,background
2,1.253117,background
1,1.249109,background
1,1.2457,background
1,1.245349,background
2,1.249517,background
1,1.258128,background
2,1.26982,background
1,1.282726,background
1,1.295358,background
1,1.307159,background
2,1.318538,background
1,1.3304,background
1,1.343373,background
1,1.357114,background
1,1.370101,background
3,1.380129,background
1,1.385269,background
1,1.384674,background
1,1.378708,background
1,1.368372,background
2,1.354593,background
2,1.338085,background
1,1.319875,background
1,1.301984,background
1,1.287502,background
1,1.279714,background
1,1.280669,background
1,1.290058,background
1,1.305113,background
1,1.321674,background
2,1.335821,background
1,1.345214,background
1,1.349496,background
3,1.349765,background
1,1.347577,background
1,1.344084,background
1,1.33969,background
1,1.334182,background
2,1.327099,background
1,1.31808,background
3,1.307091,background
1,1.294579,background
2,1.281595,background
3,1.269763,background
1,1.260872,background
1,1.256158,background
1,1.255532,background
1,1.257271,background
2,1.258439,background
1,1.255886,background
1,1.247448,background
2,1.232884,background
2,1.21423,background
2,1.27438,background
1,1.270688,background
1,1.268629,background
1,1.265576,background
1,1.260039,background
2,1.252163,background
1,1.2435,background
1,1.236096,background
1,1.231476,background
2,1.230127,background
3,1.231709,background
1,1.235602,background
2,1.241173,background
2,1.247563,background
2,1.253356,background
1,1.256704,background
1,1.256114,background
2,1.251411,background
1,1.244163,background
1,1.237141,background
2,1.233113,background
1,1.233662,background
1,1.238721,background
0,1.246981,background
2,1.256789,background
1,1.267004,background
1,1.277402,background
1,1.288514,background
1,1.301054,background
2,1.315197,background
2,1.330062,background
1,1.343742,background
1,1.353951,background
2,1.359005,background
2,1.358507,background
1,1.353245,background
0,1.344404,background
1,1.332736,background
2,1.318474,background
2,1.302077,background
1,1.285171,background
1,1.270797,background
1,1.262559,background
1,1.263062,background
1,1.272584,background
0,1.288788,background
2,1.307656,background
2,1.325097,background
1,1.338364,background
2,1.346623,background
3,1.350574,background
1,1.351513,background
1,1.350417,background
1,1.347505,background
1,1.34237,background
1,1.334463,background
1,1.323602,background
1,1.310246,background
1,1.295514,background
1,1.281063,background
1,1.268844,background
1,1.260623,background
1,1.257313,background
2,1.258298,background
1,1.261236,background
1,1.262588,background
1,1.258804,background
2,1.247665,background
1,1.229276,background
1,1.206289,background
1,1.306141,background
1,1.302622,background
2,1.298504,background
1,1.291404,background
1,1.280371,background
2,1.266304,background
1,1.251565,background
1,1.23889,background
1,1.230245,background
1,1.226294,background
2,1.226649,background
1,1.230454,background
1,1.236692,background
1,1.244017,background
1,1.250538,background
1,1.254082,background
2,1.253077,background
2,1.247493,background
2,1.239133,background
0,1.230928,background
1,1.225625,background
1,1.224653,background
1,1.227792,background
1,1.233731,background
1,1.241035,background
1,1.248932,background
1,1.257547,background
1,1.26758,background
1,1.279667,background
1,1.293717,background
1,1.308553,background
1,1.322085,background
1,1.332051,background
2,1.336965,background
1,1.336714,background
2,1.332322,background
1,1.325028,background
1,1.315401,background
1,1.303284,background
1,1.288665,background
1,1.272782,background
1,1.258504,background
1,1.249523,background
1,1.248776,background
1,1.257037,background
1,1.272528,background
3,1.291708,background
2,1.310741,background
2,1.326846,background
1,1.338891,background
2,1.347125,background
1,1.352337,background
1,1.354974,background
2,1.354734,background
1,1.350771,background
2,1.342364,background
2,1.329577,background
1,1.313537,background
1,1.296243,background
2,1.280112,background
1,1.267456,background
1,1.259954,background
1,1.258082,background
1,1.260644,background
2,1.264732,background
2,1.266373,background
1,1.261797,background
2,1.248825,background
2,1.227846,background
0,1.201908,background
1,1.333705,background
1,1.328467,background
3,1.32051,background
2,1.307956,background
3,1.290595,background
2,1.270159,background
1,1.249752,background
1,1.232621,background
2,1.220968,background
1,1.215454,background
1,1.215494,background
1,1.219895,background
1,1.227208,background
0,1.235664,background
1,1.243091,background
2,1.247285,background
1,1.246871,background
1,1.242095,background
1,1.234905,background
1,1.228101,background
1,1.22405,background
0,1.223714,background
2,1.226551,background
1,1.231225,background
1,1.236587,background
1,1.242323,background
1,1.248988,background
1,1.25752,background
1,1.268556,background
1,1.281847,background
1,1.296047,background
1,1.309001,background
2,1.318514,background
2,1.323262,background
1,1.323292,background
2,1.31971,background
1,1.313708,background
1,1.305668,background
1,1.295133,background
2,1.281734,background
1,1.266379,background
2,1.251702,background
2,1.241328,background
1,1.238344,background
1,1.243948,background
1,1.257018,background
2,1.274759,background
1,1.293946,background
1,1.312049,background
1,1.327755,background
2,1.340773,background
1,1.351135,background
2,1.358476,background
1,1.361732,background
2,1.3595,background
1,1.350864,background
1,1.336194,background
0,1.317372,background
2,1.29735,background
1,1.27933,background
1,1.265971,background
1,1.258807,background
1,1.257855,background
1,1.261398,background
2,1.266132,background
3,1.267889,background
1,1.262874,background
1,1.249002,background
1,1.226784,background
1,1.199374,background
1,1.344953,background
2,1.332016,background
2,1.313522,background
1,1.290106,background
2,1.264262,background
1,1.239606,background
1,1.219601,background
1,1.206417,background
1,1.200526,background
1,1.201066,background
1,1.206496,background
1,1.214992,background
2,1.224501,background
2,1.232788,background
2,1.237879,background
2,1.238815,background
1,1.236197,background
2,1.232007,background
1,1.228657,background
0,1.227822,background
2,1.229759,background
1,1.233493,background
1,1.237691,background
1,1.241597,background
1,1.24548,background
1,1.250421,background
2,1.257654,background
2,1.267835,background
1,1.280557,background
1,1.29429,background
1,1.306797,background
2,1.31593,background
1,1.320486,background
1,1.320618,background
1,1.31746,background
1,1.312142,background
1,1.304909,background
2,1.295106,background
2,1.282121,background
1,1.26659,background
1,1.25089,background
1,1.238473,background
1,1.232469,background
1,1.234444,background
1,1.243985,background
1,1.259202,background
1,1.277664,background
1,1.297227,background
0,1.316408,background
2,1.33427,background
1,1.349936,background
1,1.362106,background
1,1.368929,background
2,1.368489,background
2,1.359745,background
2,1.343387,background
1,1.322002,background
2,1.299395,background
1,1.279449,background
1,1.265087,background
3,1.257671,background
1,1.256804,background
1,1.260374,background
0,1.2649,background
1,1.266265,background
2,1.260845,background
2,1.246676,background
1,1.224243,background
1,1.333395,background
1,1.309467,background
1,1.281228,background
1,1.251732,background
1,1.224794,background
1,1.20376,background
1,1.190513,background
1,1.185226,background
1,1.186755,background
1,1.193294,background
1,1.202778,background
1,1.213029,background
1,1.221934,background
1,1.227911,background
1,1.23052,background
1,1.230718,background
1,1.230424,background
1,1.231506,background
1,1.234803,background
1,1.239778,background
1,1.245023,background
2,1.249267,background
2,1.252225,background
3,1.254819,background
1,1.258705,background
1,1.265418,background
2,1.275607,background
1,1.288639,background
1,1.302705,background
1,1.315381,background
1,1.32449,background
1,1.328903,background
1,1.328875,background
1,1.32561,background
1,1.320252,background
1,1.313021,background
2,1.303178,background
2,1.289958,background
1,1.273752,background
1,1.256642,background
1,1.24184,background
2,1.232454,background
1,1.230386,background
2,1.23595,background
1,1.248194,background
1,1.265504,background
1,1.286099,background
2,1.308261,background
1,1.330328,background
0,1.350494,background
1,1.366614,background
1,1.376232,background
3,1.377129,background
1,1.368258,background
1,1.350591,background
1,1.327226,background
1,1.302564,background
1,1.280942,background
1,1.265432,background
1,1.257221,background
2,1.255579,background
0,1.258161,background
1,1.261502,background
1,1.261744,background
2,1.255584,background
1,1.241227,background
2,1.299212,background
1,1.26785,background
0,1.236653,background
0,1.209318,background
1,1.188804,background
1,1.176561,background
1,1.172432,background
2,1.17508,background
1,1.182568,background
1,1.192737,background
2,1.203413,background
1,1.212688,background
1,1.21939,background
1,1.223557,background
1,1.226435,background
1,1.229827,background
2,1.235068,background
1,1.242238,background
2,1.250128,background
1,1.257002,background
2,1.261692,background
1,1.264356,background
1,1.266496,background
1,1.270264,background
1,1.277451,background
1,1.288668,background
1,1.303018,background
1,1.318348,background
1,1.331967,background
1,1.341576,background
1,1.346075,background
2,1.345824,background
1,1.342158,background
1,1.336353,background
1,1.328735,background
2,1.318591,background
1,1.305045,background
2,1.288218,background
0,1.269822,background
1,1.252756,background
1,1.240056,background
2,1.233946,background
1,1.235454,background
1,1.244526,background
1,1.260295,background
1,1.281248,background
2,1.305359,background
2,1.330235,background
1,1.353258,background
1,1.371672,background
2,1.382744,background
2,1.384231,background
1,1.375204,background
2,1.35681,background
1,1.332368,background
1,1.306515,background
1,1.283762,background
1,1.267203,background
1,1.257871,background
1,1.254831,background
1,1.255642,background
2,1.256997,background
1,1.255415,background
1,1.248007,background
1,1.222274,background
1,1.195848,background
1,1.176783,background
1,1.166059,background
2,1.163254,background
1,1.166955,background
1,1.175232,background
1,1.185945,background
1,1.19698,background
1,1.206595,background
1,1.213908,background
2,1.219269,background
1,1.224089,background
1,1.230066,background
1,1.238177,background
2,1.248042,background
3,1.258081,background
2,1.266412,background
1,1.271955,background
1,1.275129,background
1,1.277761,background
1,1.282286,background
1,1.290646,background
2,1.30343,background
2,1.319557,background
1,1.336613,background
2,1.351665,background
1,1.362278,background
1,1.36732,background
2,1.367218,background
1,1.363445,background
1,1.35747,background
1,1.349811,background
2,1.339859,background
1,1.326634,background
1,1.309922,background
1,1.290959,background
1,1.272224,background
1,1.256618,background
2,1.246657,background
0,1.244045,background
1,1.249577,background
1,1.263054,background
1,1.283177,background
1,1.307611,background
1,1.333338,background
2,1.357133,background
2,1.375933,background
1,1.387035,background
1,1.388417,background
3,1.379331,background
2,1.360953,background
1,1.336502,background
1,1.310487,background
2,1.287327,background
2,1.270039,background
1,1.25957,background
1,1.254907,background
2,1.253635,background
2,1.252661,background
1,1.167801,background
1,1.158703,background
1,1.157211,background
2,1.161936,background
0,1.171047,background
1,1.18249,background
3,1.194196,background
1,1.204472,background
1,1.212512,background
1,1.21873,background
1,1.224548,background
1,1.231606,background
1,1.240801,background
1,1.251721,background
2,1.262824,background
1,1.272293,background
1,1.279074,background
1,1.283549,background
1,1.287476,background
1,1.293251,background
1,1.302835,background
1,1.316864,background
1,1.334292,background
2,1.352699,background
2,1.369111,background
2,1.381022,background
2,1.387223,background
2,1.388095,background
2,1.385138,background
1,1.379955,background
2,1.373269,background
1,1.364605,background
1,1.352893,background
2,1.337538,background
1,1.319191,background
1,1.299779,background
1,1.281954,background
1,1.268431,background
1,1.261534,background
2,1.262853,background
1,1.272843,background
1,1.290468,background
0,1.31322,background
1,1.337665,background
1,1.360229,background
1,1.377783,background
2,1.387857,background
1,1.388751,background
2,1.379876,background
1,1.362278,background
2,1.338818,background
0,1.313612,background
1,1.290801,background
1,1.273283,background
1,1.261999,background
1,1.25598,background
1,1.153238,background
1,1.159122,background
1,1.169353,background
1,1.181984,background
0,1.194969,background
1,1.206535,background
2,1.215711,background
1,1.222706,background
1,1.228773,background
1,1.235526,background
1,1.244062,background
1,1.254373,background
1,1.265369,background
1,1.275518,background
1,1.283729,background
2,1.290033,background
2,1.295706,background
1,1.302757,background
1,1.313009,background
2,1.327235,background
1,1.344712,background
2,1.363381,background
2,1.380536,background
1,1.39375,background
2,1.401707,background
2,1.404556,background
1,1.403605,background
2,1.400424,background
1,1.395874,background
1,1.389648,background
2,1.380662,background
1,1.367968,background
1,1.351582,background
1,1.332745,background
1,1.313675,background
1,1.297117,background
1,1.28588,background
1,1.28229,background
1,1.287496,background
1,1.300875,background
5,1.32,background
1,1.341314,background
5,1.361136,background
1,1.376421,background
1,1.384959,background
1,1.385321,background
2,1.376985,background
1,1.36075,background
1,1.339003,background
1,1.315353,background
1,1.293597,background
1,1.276518,background
2,1.198974,background
2,1.212564,background
1,1.223493,background
2,1.231511,background
1,1.237502,background
1,1.243026,background
1,1.249567,background
1,1.257849,background
2,1.267585,background
1,1.27774,background
1,1.287191,background
1,1.295425,background
1,1.302926,background
1,1.311018,background
1,1.321222,background
2,1.334486,background
1,1.350633,background
1,1.368301,background
3,1.385363,background
2,1.399647,background
1,1.409696,background
2,1.415248,background
1,1.417152,background
1,1.416736,background
1,1.414918,background
1,1.41164,background
2,1.405971,background
3,1.396773,background
1,1.383474,background
1,1.36653,background
1,1.347507,background
2,1.328908,background
2,1.313797,background
1,1.305115,background
1,1.304728,background
1,1.312614,background
1,1.326725,background
2,1.343689,background
1,1.359934,background
1,1.372544,background
1,1.379475,background
1,1.379417,background
1,1.371808,background
3,1.35718,background
1,1.250783,background
2,1.254711,background
1,1.258456,background
2,1.263651,background
1,1.271037,background
1,1.280294,background
2,1.290383,background
1,1.30025,background
2,1.309471,background
1,1.318498,background
1,1.32838,background
1,1.340152,background
1,1.354238,background
2,1.370133,background
1,1.386476,background
1,1.401471,background
1,1.41352,background
2,1.421814,background
1,1.426553,background
1,1.428661,background
1,1.429085,background
2,1.428149,background
3,1.425339,background
2,1.419607,background
2,1.409965,background
1,1.396058,background
2,1.378592,background
2,1.359509,background
2,1.341802,background
1,1.32879,background
1,1.322997,background
1,1.325115,background
1,1.333718,background
1,1.345886,background
1,1.358324,background
1,1.368248,background
2,1.315572,background
1,1.325896,background
1,1.336021,background
2,1.346864,background
1,1.35928,background
0,1.373536,background
1,1.389033,background
1,1.404382,background
1,1.41787,background
1,1.428123,background
2,1.434653,background
2,1.43794,background
1,1.439001,background
2,1.438708,background
1,1.437253,background
1,1.43401,background
2,1.427836,background
2,1.41766,background
2,1.403207,background
1,1.38556,background
1,1.290359,background
0,1.292532,background
2,1.289407,background
0,1.281619,background
2,1.27117,background
1,1.260886,background
1,1.253283,background
0,1.249413,background
2,1.24841,background
2,1.248126,background
1,1.246497,background
1,1.242812,background
1,1.238187,background
1,1.2351,background
2,1.236406,background
1,1.24431,background
1,1.259623,background
2,1.281379,background
1,1.306946,background
1,1.332647,background
1,1.354854,background
1,1.193889,background
1,1.20052,background
1,1.21171,background
1,1.225455,background
2,1.239899,background
1,1.2537,background
2,1.265968,background
1,1.275941,background
2,1.282698,background
2,1.285219,background
3,1.282807,background
1,1.275711,background
1,1.26548,background
1,1.254692,background
1,1.246014,background
1,1.241068,background
1,1.239811,background
1,1.240839,background
2,1.242392,background
1,1.243388,background
1,1.24395,background
1,1.245269,background
1,1.249089,background
1,1.257036,background
1,1.269978,background
1,1.287495,background
2,1.307724,background
2,1.327782,background
2,1.344735,background
1,1.356641,background
1,1.363084,background
1,1.364926,background
1,1.363482,background
1,1.35975,background
2,1.354168,background
2,1.346929,background
2,1.338403,background
1,1.222998,background
1,1.204855,background
1,1.191871,background
1,1.185407,background
1,1.186113,background
1,1.1934,background
1,1.205457,background
1,1.219852,background
1,1.23435,background
1,1.247476,background
1,1.25857,background
1,1.267382,background
1,1.273568,background
0,1.276463,background
1,1.275346,background
1,1.270062,background
1,1.261574,background
1,1.251971,background
1,1.243775,background
1,1.23894,background
1,1.238138,background
1,1.240753,background
2,1.245458,background
1,1.250953,background
1,1.256453,background
1,1.261867,background
2,1.267766,background
1,1.275123,background
1,1.28483,background
1,1.297055,background
1,1.310839,background
0,1.324271,background
2,1.335263,background
2,1.342464,background
2,1.345708,background
2,1.345759,background
1,1.343602,background
1,1.339864,background
1,1.334752,background
1,1.328398,background
1,1.321182,background
1,1.313621,background
2,1.30593,background
1,1.297703,background
2,1.288152,background
1,1.289005,background
1,1.264558,background
2,1.240928,background
1,1.219379,background
1,1.201279,background
1,1.188223,background
1,1.181715,background
1,1.182468,background
1,1.18983,background
1,1.201774,background
2,1.215559,background
0,1.228709,background
1,1.239761,background
2,1.248412,background
2,1.255045,background
1,1.259996,background
1,1.263081,background
2,1.263662,background
2,1.261251,background
3,1.256169,background
1,1.249799,background
1,1.244184,background
1,1.241235,background
1,1.242049,background
2,1.246677,background
1,1.254307,background
1,1.263633,background
2,1.273235,background
2,1.281968,background
2,1.28934,background
1,1.295665,background
1,1.301783,background
1,1.308393,background
2,1.315449,background
2,1.322081,background
2,1.327124,background
1,1.329837,background
0,1.330239,background
2,1.328863,background
2,1.326215,background
1,1.322444,background
1,1.317479,background
2,1.311434,background
2,1.304803,background
1,1.298181,background
0,1.291702,background
2,1.284729,background
2,1.276185,background
1,1.265418,background
1,1.253024,background
1,1.241044,background
1,1.320964,background
1,1.301604,background
1,1.280225,background
2,1.2582,background
1,1.236782,background
1,1.217065,background
