@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute class {Spot,NotSpot}

@data
32,23.615654,1.725915,0.768578,0.004718,0.77747,-1.345639,-2.521878,31.533171,-68.142876,0.962054,2.057503,2.808997,0.60782,14.354954,1.392692,24.439289,0.823635,0.266262,0.141202,0.017026,0.004209,-0.002933,-0.004813,0.000658,0.00484,0.108035,0.264947,0.180712,0.058258,2.278821,0.103012,23.712414,0.09676,-0.726875,0.239829,0.017434,0.01386,-0.002571,0.000033,0.000001,-0,0,-0.236255,0.046963,0.047139,0.001811,0.144818,0.003383,NotSpot
18,23.324047,2.610666,0.984239,0.138926,-0.308315,1.582817,0.403921,-10.220398,43.738892,3.455979,1.765552,2.456986,0.637174,14.027673,1.269649,24.459171,1.135124,0.228398,0.145953,0.067376,-0.023337,-0.001282,0.000607,0.000531,-0.000363,0.015069,0.222467,0.179792,0.039054,2.294445,0.084348,23.671144,0.347097,-0.788027,0.239629,0.027286,0.015742,-0.001865,0.000044,0.000002,-0,-0,-0.228085,0.031333,0.047204,0.001223,0.14531,0.004223,NotSpot
18,24.128746,1.336079,0.124894,0.004811,-0.832201,1.339998,0.825386,-29.304661,39.490238,1.456163,1.726193,1.655346,0.925342,13.916703,1.173329,24.642237,0.513491,0.208168,0.158456,0.086263,-0.056079,-0.001343,0.005331,0.001428,-0.004429,-0.135974,0.322893,0.226054,0.044422,2.324043,0.070971,23.652164,-0.476582,-0.990072,0.240007,0.032507,0.018965,-0.001085,0.000048,0.000002,-0,-0,-0.226465,0.027894,0.047276,0.0013,0.145668,0.005439,NotSpot
36,25.491613,1.753419,0.602006,0.02404,-0.572094,-0.927487,-0.924635,-0.167532,8.812469,-2.379464,1.233916,1.308124,1.074306,13.990248,1.105699,24.874556,-0.617058,0.277655,0.049707,0.048888,-0.070161,-0.000707,0.005993,-0.000073,-0.003723,-0.278474,0.406146,0.285854,0.045743,2.362861,0.06363,23.657091,-1.834522,-1.217464,0.240739,0.033496,0.022789,-0.000229,0.000046,0.000003,-0,-0,-0.230031,0.049785,0.04736,0.00335,0.145882,0.006997,NotSpot
32,25.532103,2.095012,1.072109,0.76788,-0.550138,-0.431807,3.563858,27.886808,-141.01207,-1.790783,1.089821,1.813323,1.104158,14.2111,1.077778,25.043814,-0.488289,0.317335,0.036742,0.029,-0.053723,0.001775,0.003329,-0.002853,-0.000127,-0.309593,0.469821,0.347466,0.038813,2.405498,0.063778,23.686934,-1.845169,-1.35688,0.241775,0.030907,0.026282,0.000682,0.000037,0.000002,-0,-0,-0.23715,0.079422,0.047463,0.006881,0.145921,0.008822,NotSpot
22,24.114763,2.143656,1.104569,0.815637,0.037629,0.364822,-1.496707,-2.852464,95.186363,2.432589,1.560495,2.676259,1.204661,14.544119,1.161729,25.105312,0.990549,0.307935,0.120076,0.002324,-0.014839,0.003378,-0.000338,-0.002682,0.002451,-0.190183,0.550845,0.414441,0.029378,2.44744,0.072493,23.739202,-0.375561,-1.36611,0.242816,0.02874,0.025219,0.001583,0.000023,0,-0,-0,-0.246336,0.108318,0.047596,0.011519,0.145733,0.010753,NotSpot
29,23.530069,1.97985,0.846629,0.2339,0.559188,-0.275379,-0.308654,-24.829943,26.680058,2.592579,1.172148,3.084355,1.358716,14.949633,1.264788,25.116163,1.586094,0.264393,0.170596,0.082941,0.026387,0.002042,-0.003052,-0.000147,0.002035,-0.010856,0.64165,0.48835,0.024111,2.485483,0.08438,23.808319,0.27825,-1.307844,0.243642,0.029702,0.0169,0.00237,0.000005,-0.000001,-0,0,-0.256444,0.133007,0.047814,0.016333,0.145246,0.012568,NotSpot
22,23.734194,1.966535,0.247365,0.226623,0.462202,0.580569,-1.901946,15.864345,-17.822075,1.945793,1.181907,2.928775,1.371231,15.380761,1.360226,25.183603,1.449409,0.212395,0.203649,0.098003,0.052787,-0.000451,-0.003458,0.001768,0.000095,0.106748,0.732245,0.565765,0.02357,2.517215,0.096323,23.888586,0.154392,-1.295017,0.24405,0.029244,0.00665,0.002919,-0.000013,-0.000003,-0,0,-0.266644,0.150762,0.048222,0.020072,0.144395,0.014025,NotSpot
32,22.929556,1.669531,0.772371,0.268977,0.49061,-1.535488,2.558324,33.828018,-121.550003,-0.628183,2.207116,2.883099,1.365335,14.546852,1.591715,24.307283,1.377728,0.332704,0.063493,0.062209,0.032893,-0.003479,-0.005958,0.003025,0.001568,0.333988,0.483329,0.289687,0.068046,2.277731,0.132677,23.74403,0.814474,-0.563253,0.240942,0.012376,0.007055,-0.002246,0.000032,-0.000001,-0,0,-0.235621,0.054598,0.047758,0.00194,0.145817,0.003403,NotSpot
14,23.0229,1.71662,0.818441,0.321976,0.647601,0.878452,0.06393,-46.345833,67.502541,1.220155,1.439625,2.295978,0.607025,14.043768,1.430911,24.179796,1.156897,0.298285,0.07182,0.042734,0.01465,-0.006478,-0.004575,0.002723,0.005308,0.269199,0.281745,0.178286,0.061857,2.277936,0.108764,23.695992,0.673092,-0.483805,0.240484,0.024653,0.006695,-0.001686,0.000047,0.000001,-0,0,-0.222526,0.042303,0.048167,0.001307,0.146913,0.003679,NotSpot
4,22.960131,2.187663,1.040549,0.035188,-0.090564,1.685448,-1.72567,-16.650969,-32.729393,3.193024,0.780766,1.774067,0.578695,13.765881,1.282339,24.292707,1.332577,0.213226,0.106158,0.011493,-0.026869,-0.005361,0.001243,0.000143,0.002422,0.11856,0.303658,0.185143,0.040728,2.295789,0.087966,23.668331,0.7082,-0.624376,0.240688,0.031961,0.007932,-0.001145,0.000055,0.000002,-0,-0,-0.216659,0.030292,0.04859,0.000904,0.147879,0.00441,NotSpot
40,23.924427,0.91359,0.495522,0.207424,-0.659947,-0.788158,0.640768,24.608086,-109.480347,0.210645,1.541082,1.405214,0.837765,13.705344,1.162222,24.554972,0.630545,0.127957,0.093597,0.028052,-0.065199,-0.002379,0.005948,-0.00058,-0.001757,-0.062411,0.395083,0.228597,0.042975,2.328988,0.072563,23.667402,-0.257025,-0.887569,0.241605,0.034316,0.01084,-0.000587,0.000055,0.000003,-0,-0,-0.218129,0.037349,0.049003,0.001583,0.148703,0.005507,NotSpot
25,25.261518,1.177648,0.751764,0.080767,-0.850846,-0.894795,-1.791593,32.081566,142.566803,-1.848646,1.619846,1.578543,1.062033,13.827028,1.07638,24.865313,-0.396206,0.174476,0.037016,0.020331,-0.076479,0.000539,0.006,0.000267,-0.002558,-0.231823,0.414828,0.259494,0.044451,2.372604,0.063695,23.693317,-1.568201,-1.171995,0.243001,0.032527,0.01482,0.000029,0.000049,0.000004,-0,-0,-0.225295,0.059851,0.049374,0.003667,0.149355,0.00689,NotSpot
18,25.674147,1.840681,1.436724,1.209744,-0.874541,0.611048,0.781773,-45.085648,63.314186,-1.613701,1.430759,2.618972,0.959699,14.0915,1.083356,25.124657,-0.54949,0.268834,0.093834,0.054381,-0.057516,0.002452,0.003236,0.000454,-0.001855,-0.308286,0.364629,0.268381,0.04577,2.421146,0.06219,23.745697,-1.92845,-1.37896,0.244796,0.027595,0.019057,0.000724,0.000035,0.000003,-0,-0,-0.236258,0.084898,0.049651,0.006923,0.149774,0.008453,NotSpot
18,24.832565,2.410348,1.972721,0.743236,-0.362063,0.349464,2.740449,-11.49901,-149.936234,1.180863,2.088818,4.051475,1.328047,14.46147,1.180914,25.287741,0.455175,0.339732,0.127602,0.040799,-0.02367,0.002847,0.000907,-0.000608,-0.001554,-0.252929,0.33464,0.282433,0.045569,2.469924,0.067973,23.819689,-1.012877,-1.468052,0.246599,0.022747,0.020247,0.001467,0.000017,0.000001,-0,-0,-0.249099,0.107151,0.049789,0.010794,0.149871,0.010052,NotSpot
32,24.548819,2.770736,2.439754,0.536895,0.214523,-0.764893,1.302205,56.630104,-53.343502,0.867876,1.825304,4.789526,1.651621,14.894481,1.280041,25.392267,0.843449,0.360597,0.187142,0.039815,0.008173,0.002263,-0.000057,-0.002073,-0.000501,-0.133639,0.391819,0.326373,0.042926,2.515277,0.076847,23.907804,-0.641014,-1.484463,0.248091,0.025161,0.011068,0.002177,-0.000005,-0.000001,-0,0,-0.262184,0.124534,0.049821,0.01443,0.149547,0.0115,NotSpot
14,24.76454,2.978164,1.929448,0.929201,0.508908,0.0837,-4.006852,-32.676571,184.792007,0.119515,1.1199,4.413049,1.557541,15.341021,1.362818,25.517456,0.752916,0.325782,0.243799,0.03866,0.032901,0.00163,-0.000841,-0.001893,0.001165,-0.043324,0.512113,0.399162,0.039608,2.553998,0.08612,24.002266,-0.762274,-1.51519,0.248959,0.025918,0.0007,0.002734,-0.000027,-0.000003,-0,0,-0.274177,0.135515,0.049903,0.016869,0.148726,0.012604,NotSpot
11,20.520426,3.493112,2.154573,0.727433,0.134265,-0.070127,2.38704,10.444112,-154.742874,6.375118,1.448625,2.771431,2.131926,14.795221,1.764948,24.248013,3.727587,0.368891,0.106029,0.036949,0.039303,0.006262,-0.002143,-0.001935,-0.001341,0.511869,0.590752,0.39159,0.070694,2.295074,0.158183,23.76717,3.246744,-0.480843,0.241812,0.00967,0.005114,-0.001679,0.000029,-0.000002,-0,0,-0.237257,0.054388,0.047727,0.001878,0.145611,0.003632,NotSpot
14,21.576534,2.094598,0.317796,0.307286,0.428382,0.946424,-2.931989,-58.422485,116.993134,2.084089,2.18571,2.325538,1.304311,14.195449,1.621252,23.98218,2.405645,0.390018,0.106529,0.029574,0.045955,0.000319,-0.002104,0.00064,-0.000655,0.52612,0.321456,0.224807,0.074534,2.281587,0.134937,23.716787,2.140253,-0.265392,0.241309,0.02189,0.000963,-0.00112,0.000046,-0.000001,-0,0,-0.220382,0.047938,0.048385,0.001477,0.147291,0.003741,NotSpot
29,22.790474,1.800174,1.665835,0.394651,0.180809,-0.63276,0.502442,23.686661,-6.220279,-0.260312,0.892902,1.667583,0.828625,13.776184,1.453675,23.981464,1.19099,0.29284,0.094772,0.019844,0.021671,-0.005533,-0.000511,0.001806,0.000504,0.367767,0.239625,0.158856,0.059704,2.28513,0.111044,23.680014,0.88954,-0.301451,0.241248,0.030594,0.00107,-0.000683,0.000056,-0,-0,0,-0.209584,0.038534,0.049163,0.000997,0.148867,0.004221,NotSpot
25,23.098553,1.078412,0.630182,0.604553,-0.275348,-0.95472,0.907953,30.317183,-63.336384,1.104041,0.471279,1.199303,0.587007,13.56425,1.293299,24.175703,1.07715,0.161777,0.085584,0.073876,-0.019665,-0.006388,0.00195,-0.000008,0.000649,0.173484,0.335699,0.188883,0.035294,2.306901,0.089775,23.666643,0.56809,-0.50906,0.241944,0.034646,0.001038,-0.000356,0.000059,0.000002,-0,-0,-0.206259,0.03938,0.049991,0.001146,0.15032,0.005007,NotSpot
22,23.744989,1.360685,1.258394,0.341889,-0.242701,0.18569,-1.619435,-9.192092,86.218559,0.444179,1.033658,1.208272,0.672676,13.545663,1.16133,24.466936,0.721947,0.092038,0.089537,0.007473,-0.050588,-0.003486,0.002828,-0.001413,0.001136,0.004971,0.396922,0.227326,0.035328,2.344031,0.073709,23.682098,-0.062891,-0.784838,0.243428,0.034239,0.001095,-0.000072,0.000055,0.000003,-0,-0,-0.210284,0.055372,0.050814,0.002382,0.151625,0.006038,NotSpot
25,24.902155,2.029238,0.458391,0.211464,-0.47047,0.314498,1.594114,-36.034172,-44.779732,-1.782312,1.640498,1.802577,0.912949,13.68654,1.073029,24.779823,-0.122332,0.14196,0.042316,0.028577,-0.053948,-0.000801,0.001313,0.000402,0.001917,-0.12822,0.385249,0.239701,0.036176,2.391412,0.064215,23.725481,-1.176674,-1.054342,0.245448,0.030335,0.004765,0.000244,0.000044,0.000004,-0,-0,-0.219878,0.076702,0.051537,0.004716,0.152723,0.007248,NotSpot
40,25.46953,2.284341,0.779526,0.067205,-0.158074,-0.205997,-0.274887,37.099598,-83.62429,-2.996663,2.215284,3.234334,0.850214,13.953091,1.09525,25.050533,-0.418997,0.177964,0.064815,0.059329,-0.035734,0.000158,-0.000326,0.002976,0.000256,-0.18345,0.320245,0.222755,0.040361,2.443712,0.061645,23.795689,-1.673841,-1.254845,0.247896,0.024009,0.009236,0.000653,0.000028,0.000003,-0,-0,-0.233123,0.096836,0.052035,0.007801,0.153519,0.008545,NotSpot
32,24.718584,1.532963,1.197827,0.046607,-0.149832,0.122008,0.218326,-1.073802,124.059196,-0.288529,3.33848,5.100192,1.374206,14.31498,1.186678,25.254713,0.536129,0.207359,0.10172,0.036202,-0.014531,0.000974,0.000408,0.002267,-0.002977,-0.141841,0.259283,0.204225,0.048149,2.496525,0.064772,23.886314,-0.83227,-1.368399,0.250317,0.016014,0.01365,0.00116,0.000007,0.000002,-0,-0,-0.247953,0.112491,0.0522,0.01103,0.153893,0.009806,NotSpot
22,24.200583,2.306665,1.819035,0.84712,-0.147628,0.438388,-1.935239,-43.517796,28.861729,1.33475,3.414857,6.068718,1.835983,14.735757,1.278485,25.42375,1.223167,0.257749,0.159688,0.028957,-0.000237,0.003225,0.002792,-0.001353,-0.003514,-0.069105,0.260904,0.217602,0.053414,2.546316,0.070561,23.988928,-0.211655,-1.434822,0.252328,0.017141,0.00691,0.001719,-0.000015,-0.000001,-0,-0,-0.262558,0.122675,0.052067,0.013672,0.153725,0.010886,NotSpot
43,24.596279,2.744901,2.429614,0.412643,-0.20401,-1.053041,1.334898,40.972672,-176.555893,-0.097356,2.439441,5.580405,1.79964,15.170297,1.349616,25.610695,1.014416,0.272986,0.229137,0.001711,0.014421,0.005927,0.003135,-0.003943,-0.001007,-0.042138,0.351836,0.274088,0.051556,2.589658,0.077137,24.094419,-0.50186,-1.516275,0.253527,0.019087,0.002723,0.002227,-0.000037,-0.000003,-0,0,-0.275337,0.127043,0.051872,0.015019,0.152931,0.011635,NotSpot
14,20.845831,3.710745,0.908029,0.402408,0.470156,1.068217,-1.728999,-50.105721,48.748886,5.021183,1.700508,2.334622,1.736146,14.384698,1.749101,23.997805,3.151974,0.428618,0.155221,0.038319,0.039657,0.003613,-0.000128,-0.002058,0.002266,0.54552,0.324234,0.244555,0.086082,2.303009,0.154098,23.738918,2.893087,-0.258886,0.241937,0.023254,0.003284,-0.000469,0.000042,-0.000002,-0,0,-0.221967,0.041776,0.0479,0.001297,0.146439,0.003908,NotSpot
32,21.539181,1.410496,0.883861,0.042264,-0.118794,0.172411,-0.123727,50.620766,47.269688,2.336621,2.022775,1.71867,1.434363,13.911815,1.617819,23.865128,2.325947,0.365433,0.162988,0.029182,0.043287,0.002924,0.002114,-0.001901,-0.001246,0.499239,0.13502,0.147889,0.082915,2.294712,0.133177,23.699507,2.160326,-0.165621,0.241895,0.03101,0.002951,0.000018,0.000054,-0.000002,-0,0,-0.207935,0.036667,0.048855,0.001033,0.148587,0.004316,NotSpot
25,23.160902,1.898747,0.528417,0.083209,-0.492396,-0.78798,3.9972,-7.420259,-192.05043,-1.287121,1.136583,1.264035,1.081778,13.596654,1.457607,23.968237,0.807335,0.231626,0.119559,0.050566,0.021944,-0.000914,0.003619,0.000563,-0.003887,0.300619,0.27275,0.154658,0.051627,2.304176,0.11108,23.676199,0.515297,-0.292038,0.242393,0.035108,0.007295,0.00029,0.000058,-0.000001,-0,0,-0.19999,0.038444,0.049996,0.001115,0.150651,0.004971,NotSpot
25,23.56341,0.474056,0.461859,0.049357,-0.256596,0.4969,-1.920406,-22.725929,116.093071,0.037159,0.68145,1.040917,0.698833,13.448519,1.299797,24.197308,0.633898,0.170925,0.076527,0.021912,-0.006718,-0.003027,0.002379,0.000673,-0.002444,0.11631,0.348025,0.191265,0.032991,2.331499,0.091125,23.676857,0.113447,-0.520451,0.243695,0.035452,0.009211,0.000377,0.000055,0.000001,-0,-0,-0.199032,0.052226,0.051233,0.001939,0.152599,0.005811,NotSpot
36,23.927032,1.526894,1.028501,0.107367,0.153234,0.392122,-2.972222,12.063813,164.127289,-0.60576,0.676999,1.261999,0.530329,13.449401,1.168659,24.456741,0.529709,0.165629,0.126843,0.028368,-0.020935,-0.002498,-0.000838,-0.000975,0.001077,0.010417,0.337345,0.216015,0.027387,2.373066,0.075923,23.705997,-0.221035,-0.750744,0.245787,0.032538,0.008514,0.000363,0.000046,0.000003,0,-0,-0.204734,0.07206,0.052458,0.003664,0.154381,0.006791,NotSpot
43,24.613102,2.325023,0.43526,0.334182,0.268296,-0.771953,4.356756,11.580872,-217.814728,-2.4261,1.297572,1.920114,0.654337,13.572865,1.085979,24.704063,0.090961,0.18191,0.15244,0.007384,-0.014412,-0.001677,-0.004007,-0.000338,0.003661,-0.036854,0.285048,0.215676,0.028164,2.423528,0.066779,23.762354,-0.850748,-0.94171,0.248379,0.0273,0.005708,0.00035,0.000033,0.000003,0,-0,-0.21537,0.091852,0.053508,0.006203,0.155907,0.007859,NotSpot
18,24.644903,1.624476,0.577766,0.44501,0.888727,-0.361956,-1.218177,-27.384184,-28.077593,-1.49172,2.219025,3.205621,0.698855,13.7991,1.097679,24.918264,0.273361,0.155302,0.128035,0.006987,0.000149,-0.001311,-0.005058,0.002303,0.00394,-0.02028,0.24023,0.195062,0.032987,2.477777,0.06348,23.844877,-0.800026,-1.073387,0.251342,0.020591,0.001508,0.000428,0.000016,0.000003,-0,-0,-0.229242,0.108403,0.054195,0.009157,0.157053,0.00894,NotSpot
43,23.603315,2.131281,0.633845,0.316426,0.754213,-1.018404,-3.355,26.05073,113.852432,1.181009,3.030987,4.83229,1.104499,14.113381,1.175007,25.103403,1.500088,0.104857,0.057504,0.006427,0.006551,0.000204,-0.002422,0.003022,0.001287,0.053781,0.235554,0.175683,0.040858,2.531935,0.064238,23.946505,0.343189,-1.156898,0.254171,0.012976,0.003222,0.000642,-0.000004,0.000001,-0,-0,-0.244418,0.119634,0.054382,0.011955,0.157675,0.009931,NotSpot
14,22.499266,3.280862,2.281716,0.265074,-0.440459,0.610277,0.806567,-4.143376,82.527802,5.827652,2.948723,5.66994,1.544347,14.492749,1.256653,25.293016,2.793751,0.11794,0.062954,0.053751,0.003165,0.003656,0.002736,0.000581,-0.002994,0.108737,0.267266,0.183024,0.049188,2.583026,0.067111,24.058878,1.559612,-1.234138,0.256466,0.007794,0.005055,0.000981,-0.000024,-0.000001,-0,-0,-0.259205,0.125187,0.054126,0.013967,0.157642,0.010712,NotSpot
22,23.131357,3.155585,1.705707,0.044927,-1.126114,-0.033224,3.014786,-0.107337,-111.906013,4.816365,2.680285,5.230387,1.685623,14.901502,1.318492,25.521389,2.390032,0.184251,0.122155,0.008423,0.0045,0.007405,0.005735,-0.002859,-0.004917,0.070519,0.335959,0.230703,0.052961,2.627956,0.071229,24.172312,1.040955,-1.349077,0.257784,0.012315,0.001875,0.001378,-0.000042,-0.000003,-0,0,-0.271975,0.125421,0.053748,0.014631,0.156875,0.011167,NotSpot
11,22.066141,2.751202,1.220783,0.470589,0.316876,1.065694,0.290937,8.094933,-11.835165,3.501396,2.108315,2.755484,1.169865,14.110661,1.697479,24.019314,1.953173,0.35728,0.133518,0.132812,0.026853,-0.003201,0.001061,-0.001643,0.002257,0.356574,0.201888,0.151519,0.086191,2.321175,0.14709,23.727924,1.661783,-0.291389,0.242208,0.034108,0.003357,0.000668,0.000049,-0.000002,-0,0,-0.211456,0.024051,0.047943,0.001006,0.147081,0.004476,NotSpot
22,22.200172,2.053159,1.100566,0.292797,-0.160301,0.044406,1.953482,5.817427,-95.444962,2.860928,1.753346,2.287068,1.238158,13.780163,1.586282,23.998186,1.798014,0.241913,0.156315,0.112023,0.027604,0.002776,0.003643,-0.002489,-0.001747,0.286205,0.25674,0.143029,0.067085,2.320815,0.129617,23.703833,1.50366,-0.294353,0.242838,0.037817,0.003985,0.001024,0.000054,-0.000002,-0,0,-0.201035,0.033348,0.049161,0.001433,0.149702,0.005124,NotSpot
29,23.622482,1.453939,1.410893,0.834245,-0.55159,-0.064235,-2.747452,-1.589384,146.758041,-0.791199,1.220414,1.983556,0.902186,13.567406,1.444423,24.15851,0.536028,0.141475,0.108423,0.070946,0.014063,0.004671,0.004584,0.000277,-0.003933,0.103999,0.36294,0.17096,0.053438,2.338343,0.110763,23.695795,0.073313,-0.462715,0.244074,0.037831,0.010226,0.001103,0.000052,-0.000001,0,-0,-0.196017,0.050025,0.050638,0.002301,0.152258,0.005905,NotSpot
22,23.994867,1.729235,1.252512,0.380578,-0.36137,0.376976,2.268867,-13.503576,5.070495,0.096145,0.744999,1.857797,0.619283,13.465518,1.300933,24.376209,0.381342,0.130697,0.108455,0.048763,0.00292,0.003424,0.001756,0.001903,-0.001865,-0.02652,0.365364,0.20038,0.042568,2.372653,0.093623,23.709881,-0.284986,-0.666328,0.24611,0.034888,0.014326,0.000943,0.000044,0,0,-0,-0.196896,0.069188,0.052236,0.003672,0.154694,0.006765,NotSpot
14,23.933044,1.927907,1.632008,0.810969,0.128021,-0.288209,3.52018,-13.210344,-262.29483,1.106868,1.152053,2.027866,0.539306,13.456542,1.180226,24.572491,0.639446,0.164512,0.148584,0.037485,0.006115,0.001378,-0.002497,0.000364,0.000281,-0.053413,0.301517,0.213767,0.03221,2.419311,0.080487,23.749815,-0.183229,-0.822676,0.248857,0.029902,0.015685,0.000637,0.000032,0.000001,0,-0,-0.20327,0.088006,0.053773,0.005651,0.156927,0.007675,NotSpot
29,24.172815,1.689622,1.123106,0.134916,0.601821,-0.167401,-2.482426,28.900982,112.206566,0.4316,1.918558,2.361649,0.518231,13.527204,1.103032,24.736916,0.5641,0.194605,0.177938,0.005977,0.01912,0.000009,-0.005238,-0.001543,0.000985,-0.022644,0.217545,0.208459,0.026753,2.472601,0.072185,23.814726,-0.358089,-0.92219,0.251977,0.023928,0.014385,0.000296,0.000017,0.000002,0,-0,-0.213665,0.104678,0.055038,0.008169,0.15884,0.008607,NotSpot
25,24.178741,1.217078,1.104601,0.29413,1.057791,0.094916,-4.386786,6.231498,345.677063,0.181653,2.00185,2.74709,0.644521,13.677749,1.095762,24.882122,0.703381,0.208168,0.16405,0.001217,0.027347,-0.000123,-0.005713,-0.00131,0.00291,0.045334,0.157608,0.191022,0.026783,2.527509,0.06806,23.904284,-0.274458,-0.977839,0.255313,0.017617,0.010909,0.000029,0.000001,0.000002,0,-0,-0.226788,0.117882,0.055836,0.010913,0.160285,0.009509,NotSpot
25,23.276964,2.07491,0.903035,0.287323,1.186047,-0.303211,0.664473,-28.940184,-285.543182,1.459198,1.952698,3.217309,1.113504,13.914695,1.149773,25.02689,1.749926,0.22338,0.11014,0.025207,0.02203,0.00061,-0.003849,0.000389,0.004204,0.138447,0.154694,0.176354,0.030026,2.580649,0.066645,24.011572,0.734608,-1.015318,0.258327,0.011491,0.005809,-0.000086,-0.000016,0.000001,-0,-0,-0.241027,0.126285,0.05605,0.013396,0.161109,0.010295,NotSpot
7,22.119463,3.693499,2.769285,0.385998,0.077352,0.048646,5.789857,29.532478,-242.003815,6.848782,1.233736,3.435808,1.509809,14.23315,1.217569,25.200361,3.080898,0.20596,0.109122,0.091636,0.008681,0.001396,-0.000008,0.001584,0.001073,0.188475,0.212041,0.183746,0.042523,2.629814,0.066937,24.129128,2.009665,-1.071234,0.260638,0.006685,0.001062,-0.000017,-0.000031,-0,-0,-0,-0.255015,0.129764,0.055781,0.015058,0.161184,0.010858,NotSpot
18,23.29389,3.154773,1.457915,0.276381,-0.430873,0.593373,-2.27498,-14.722293,319.677002,4.336307,2.909302,3.195009,2.000096,14.609583,1.272335,25.422956,2.129066,0.157755,0.157724,0.130823,0.001656,0.002231,0.003587,0.001016,-0.003229,0.130792,0.305006,0.229556,0.052471,2.672721,0.068983,24.247372,0.953482,-1.175585,0.261821,0.009245,0.003803,0.00021,-0.000042,-0.000002,-0,0,-0.267264,0.128802,0.055395,0.01539,0.160443,0.011096,NotSpot
29,23.222082,1.620703,1.266292,1.230671,0.380342,0.187506,1.469169,49.884193,-59.319683,1.656324,2.54367,3.40998,0.742499,14.067804,1.626805,24.236334,1.014252,0.238492,0.165658,0.049356,0.008881,-0.008641,0.000601,0.000735,0.000656,0.12219,0.287212,0.149241,0.066471,2.352766,0.13972,23.744551,0.522469,-0.491783,0.24292,0.040031,0.005715,0.00161,0.000047,-0.000002,-0,-0,-0.208605,0.031019,0.047942,0.002083,0.147536,0.00527,NotSpot
11,23.030815,2.389666,1.090746,0.49228,0.292173,1.314999,-0.124393,-57.366673,-15.7196,2.988132,1.845317,3.150036,0.87641,13.873605,1.538333,24.290483,1.259668,0.150062,0.143694,0.045445,0.006263,0.001073,0.002301,-0.001355,-0.001338,0.051814,0.353981,0.156959,0.072458,2.362297,0.126193,23.73877,0.707954,-0.551714,0.244416,0.040322,0.002059,0.001793,0.000047,-0.000002,-0,-0,-0.202034,0.052665,0.049374,0.003397,0.150627,0.006088,NotSpot
22,23.872276,1.923223,0.54822,0.032276,-0.25927,-0.649577,-1.18207,10.816715,164.13765,1.407279,1.760793,3.037818,0.682575,13.745861,1.420567,24.465555,0.593279,0.137702,0.070441,0.021857,0.002293,0.008478,0.002361,-0.000771,-0.001269,-0.089118,0.385705,0.183137,0.06875,2.389311,0.111295,23.746378,-0.125898,-0.719177,0.246525,0.037596,0.009395,0.001667,0.00004,-0.000001,0,-0,-0.199534,0.072623,0.05112,0.004955,0.153664,0.006946,NotSpot
43,24.405262,1.551482,1.157251,0.66103,0.015249,-2.471064,0.08516,36.489006,-193.010605,-0.266798,1.867897,3.035716,0.534694,13.666208,1.298348,24.65307,0.247808,0.133869,0.065897,0.034676,0.007499,0.009183,-0.000077,0.001268,0.00066,-0.16509,0.359261,0.209494,0.058942,2.431614,0.097597,23.772017,-0.633245,-0.881054,0.249353,0.032947,0.015002,0.001277,0.000028,-0.000001,0,-0,-0.201404,0.089869,0.052969,0.006673,0.15656,0.007794,NotSpot
